date,cmname,unit,category,price,currency,country,admname,adm1id,mktname,mktid,cmid,ptid,umid,catid,sn,default
15/02/2016,Beans - Retail,KG,pulses and nuts,990,MWK,Malawi,Central Region,1888,Ntonda,832,50,15,5,5,832_50_15_5,
15/03/2016,Beans - Retail,KG,pulses and nuts,966.6667,MWK,Malawi,Central Region,1888,Ntonda,832,50,15,5,5,832_50_15_5,
15/04/2016,Beans - Retail,KG,pulses and nuts,866.6667,MWK,Malawi,Central Region,1888,Ntonda,832,50,15,5,5,832_50_15_5,
15/05/2016,Beans - Retail,KG,pulses and nuts,865.75,MWK,Malawi,Central Region,1888,Ntonda,832,50,15,5,5,832_50_15_5,
15/06/2016,Beans - Retail,KG,pulses and nuts,844.5967,MWK,Malawi,Central Region,1888,Ntonda,832,50,15,5,5,832_50_15_5,
15/07/2016,Beans - Retail,KG,pulses and nuts,933.4667,MWK,Malawi,Central Region,1888,Ntonda,832,50,15,5,5,832_50_15_5,
15/08/2016,Beans - Retail,KG,pulses and nuts,955.05,MWK,Malawi,Central Region,1888,Ntonda,832,50,15,5,5,832_50_15_5,
15/09/2016,Beans - Retail,KG,pulses and nuts,980.125,MWK,Malawi,Central Region,1888,Ntonda,832,50,15,5,5,832_50_15_5,
15/10/2016,Beans - Retail,KG,pulses and nuts,995.25,MWK,Malawi,Central Region,1888,Ntonda,832,50,15,5,5,832_50_15_5,
15/07/2005,Maize - Retail,KG,cereals and tubers,17.4225,MWK,Malawi,Central Region,1888,Ntonda,832,51,15,5,1,832_51_15_5,
15/08/2005,Maize - Retail,KG,cereals and tubers,21.0933,MWK,Malawi,Central Region,1888,Ntonda,832,51,15,5,1,832_51_15_5,
15/11/2005,Maize - Retail,KG,cereals and tubers,45,MWK,Malawi,Central Region,1888,Ntonda,832,51,15,5,1,832_51_15_5,
15/01/2006,Maize - Retail,KG,cereals and tubers,46,MWK,Malawi,Central Region,1888,Ntonda,832,51,15,5,1,832_51_15_5,
15/02/2006,Maize - Retail,KG,cereals and tubers,46,MWK,Malawi,Central Region,1888,Ntonda,832,51,15,5,1,832_51_15_5,
15/03/2006,Maize - Retail,KG,cereals and tubers,44.8,MWK,Malawi,Central Region,1888,Ntonda,832,51,15,5,1,832_51_15_5,
15/04/2006,Maize - Retail,KG,cereals and tubers,28.85,MWK,Malawi,Central Region,1888,Ntonda,832,51,15,5,1,832_51_15_5,
15/05/2006,Maize - Retail,KG,cereals and tubers,22.56,MWK,Malawi,Central Region,1888,Ntonda,832,51,15,5,1,832_51_15_5,
15/06/2006,Maize - Retail,KG,cereals and tubers,18,MWK,Malawi,Central Region,1888,Ntonda,832,51,15,5,1,832_51_15_5,
15/07/2006,Maize - Retail,KG,cereals and tubers,18,MWK,Malawi,Central Region,1888,Ntonda,832,51,15,5,1,832_51_15_5,
15/08/2006,Maize - Retail,KG,cereals and tubers,17.135,MWK,Malawi,Central Region,1888,Ntonda,832,51,15,5,1,832_51_15_5,
15/09/2006,Maize - Retail,KG,cereals and tubers,19.79,MWK,Malawi,Central Region,1888,Ntonda,832,51,15,5,1,832_51_15_5,
15/10/2006,Maize - Retail,KG,cereals and tubers,20,MWK,Malawi,Central Region,1888,Ntonda,832,51,15,5,1,832_51_15_5,
15/11/2006,Maize - Retail,KG,cereals and tubers,21.3333,MWK,Malawi,Central Region,1888,Ntonda,832,51,15,5,1,832_51_15_5,
15/02/2007,Maize - Retail,KG,cereals and tubers,14.25,MWK,Malawi,Central Region,1888,Ntonda,832,51,15,5,1,832_51_15_5,
15/03/2007,Maize - Retail,KG,cereals and tubers,14,MWK,Malawi,Central Region,1888,Ntonda,832,51,15,5,1,832_51_15_5,
15/04/2007,Maize - Retail,KG,cereals and tubers,12.5,MWK,Malawi,Central Region,1888,Ntonda,832,51,15,5,1,832_51_15_5,
15/05/2007,Maize - Retail,KG,cereals and tubers,13.3333,MWK,Malawi,Central Region,1888,Ntonda,832,51,15,5,1,832_51_15_5,
15/06/2007,Maize - Retail,KG,cereals and tubers,12,MWK,Malawi,Central Region,1888,Ntonda,832,51,15,5,1,832_51_15_5,
15/07/2007,Maize - Retail,KG,cereals and tubers,14.5,MWK,Malawi,Central Region,1888,Ntonda,832,51,15,5,1,832_51_15_5,
15/08/2007,Maize - Retail,KG,cereals and tubers,15.2475,MWK,Malawi,Central Region,1888,Ntonda,832,51,15,5,1,832_51_15_5,
15/09/2007,Maize - Retail,KG,cereals and tubers,15.58,MWK,Malawi,Central Region,1888,Ntonda,832,51,15,5,1,832_51_15_5,
15/10/2007,Maize - Retail,KG,cereals and tubers,16.732,MWK,Malawi,Central Region,1888,Ntonda,832,51,15,5,1,832_51_15_5,
15/04/2008,Maize - Retail,KG,cereals and tubers,30,MWK,Malawi,Central Region,1888,Ntonda,832,51,15,5,1,832_51_15_5,
15/06/2008,Maize - Retail,KG,cereals and tubers,32.5,MWK,Malawi,Central Region,1888,Ntonda,832,51,15,5,1,832_51_15_5,
15/07/2008,Maize - Retail,KG,cereals and tubers,42,MWK,Malawi,Central Region,1888,Ntonda,832,51,15,5,1,832_51_15_5,
15/08/2008,Maize - Retail,KG,cereals and tubers,55.8333,MWK,Malawi,Central Region,1888,Ntonda,832,51,15,5,1,832_51_15_5,
15/09/2008,Maize - Retail,KG,cereals and tubers,80,MWK,Malawi,Central Region,1888,Ntonda,832,51,15,5,1,832_51_15_5,
15/10/2008,Maize - Retail,KG,cereals and tubers,46.3725,MWK,Malawi,Central Region,1888,Ntonda,832,51,15,5,1,832_51_15_5,
15/11/2008,Maize - Retail,KG,cereals and tubers,51.33,MWK,Malawi,Central Region,1888,Ntonda,832,51,15,5,1,832_51_15_5,
15/12/2008,Maize - Retail,KG,cereals and tubers,61.75,MWK,Malawi,Central Region,1888,Ntonda,832,51,15,5,1,832_51_15_5,
15/01/2009,Maize - Retail,KG,cereals and tubers,61.75,MWK,Malawi,Central Region,1888,Ntonda,832,51,15,5,1,832_51_15_5,
15/02/2009,Maize - Retail,KG,cereals and tubers,68.6867,MWK,Malawi,Central Region,1888,Ntonda,832,51,15,5,1,832_51_15_5,
15/05/2009,Maize - Retail,KG,cereals and tubers,30,MWK,Malawi,Central Region,1888,Ntonda,832,51,15,5,1,832_51_15_5,
15/10/2009,Maize - Retail,KG,cereals and tubers,38.055,MWK,Malawi,Central Region,1888,Ntonda,832,51,15,5,1,832_51_15_5,
15/11/2009,Maize - Retail,KG,cereals and tubers,38.515,MWK,Malawi,Central Region,1888,Ntonda,832,51,15,5,1,832_51_15_5,
15/12/2010,Maize - Retail,KG,cereals and tubers,27.44,MWK,Malawi,Central Region,1888,Ntonda,832,51,15,5,1,832_51_15_5,
15/07/2011,Maize - Retail,KG,cereals and tubers,33.425,MWK,Malawi,Central Region,1888,Ntonda,832,51,15,5,1,832_51_15_5,
15/01/2012,Maize - Retail,KG,cereals and tubers,58.4167,MWK,Malawi,Central Region,1888,Ntonda,832,51,15,5,1,832_51_15_5,
15/02/2012,Maize - Retail,KG,cereals and tubers,60,MWK,Malawi,Central Region,1888,Ntonda,832,51,15,5,1,832_51_15_5,
15/03/2012,Maize - Retail,KG,cereals and tubers,42.0825,MWK,Malawi,Central Region,1888,Ntonda,832,51,15,5,1,832_51_15_5,
15/04/2012,Maize - Retail,KG,cereals and tubers,39.95,MWK,Malawi,Central Region,1888,Ntonda,832,51,15,5,1,832_51_15_5,
15/05/2012,Maize - Retail,KG,cereals and tubers,38.525,MWK,Malawi,Central Region,1888,Ntonda,832,51,15,5,1,832_51_15_5,
15/06/2012,Maize - Retail,KG,cereals and tubers,51.01,MWK,Malawi,Central Region,1888,Ntonda,832,51,15,5,1,832_51_15_5,
15/07/2012,Maize - Retail,KG,cereals and tubers,55,MWK,Malawi,Central Region,1888,Ntonda,832,51,15,5,1,832_51_15_5,
15/08/2012,Maize - Retail,KG,cereals and tubers,65,MWK,Malawi,Central Region,1888,Ntonda,832,51,15,5,1,832_51_15_5,
15/09/2012,Maize - Retail,KG,cereals and tubers,63.75,MWK,Malawi,Central Region,1888,Ntonda,832,51,15,5,1,832_51_15_5,
15/10/2012,Maize - Retail,KG,cereals and tubers,60,MWK,Malawi,Central Region,1888,Ntonda,832,51,15,5,1,832_51_15_5,
15/11/2012,Maize - Retail,KG,cereals and tubers,62.55,MWK,Malawi,Central Region,1888,Ntonda,832,51,15,5,1,832_51_15_5,
15/12/2012,Maize - Retail,KG,cereals and tubers,75.8,MWK,Malawi,Central Region,1888,Ntonda,832,51,15,5,1,832_51_15_5,
15/01/2013,Maize - Retail,KG,cereals and tubers,79,MWK,Malawi,Central Region,1888,Ntonda,832,51,15,5,1,832_51_15_5,
15/02/2013,Maize - Retail,KG,cereals and tubers,85.38,MWK,Malawi,Central Region,1888,Ntonda,832,51,15,5,1,832_51_15_5,
15/03/2013,Maize - Retail,KG,cereals and tubers,94.03,MWK,Malawi,Central Region,1888,Ntonda,832,51,15,5,1,832_51_15_5,
15/04/2013,Maize - Retail,KG,cereals and tubers,62.51,MWK,Malawi,Central Region,1888,Ntonda,832,51,15,5,1,832_51_15_5,
15/05/2013,Maize - Retail,KG,cereals and tubers,73.33,MWK,Malawi,Central Region,1888,Ntonda,832,51,15,5,1,832_51_15_5,
15/06/2013,Maize - Retail,KG,cereals and tubers,90.39,MWK,Malawi,Central Region,1888,Ntonda,832,51,15,5,1,832_51_15_5,
15/07/2013,Maize - Retail,KG,cereals and tubers,90.38,MWK,Malawi,Central Region,1888,Ntonda,832,51,15,5,1,832_51_15_5,
15/08/2013,Maize - Retail,KG,cereals and tubers,131.19,MWK,Malawi,Central Region,1888,Ntonda,832,51,15,5,1,832_51_15_5,
15/09/2013,Maize - Retail,KG,cereals and tubers,156.67,MWK,Malawi,Central Region,1888,Ntonda,832,51,15,5,1,832_51_15_5,
15/10/2013,Maize - Retail,KG,cereals and tubers,165.3,MWK,Malawi,Central Region,1888,Ntonda,832,51,15,5,1,832_51_15_5,
15/12/2013,Maize - Retail,KG,cereals and tubers,158.94,MWK,Malawi,Central Region,1888,Ntonda,832,51,15,5,1,832_51_15_5,
15/01/2014,Maize - Retail,KG,cereals and tubers,155.25,MWK,Malawi,Central Region,1888,Ntonda,832,51,15,5,1,832_51_15_5,
15/02/2014,Maize - Retail,KG,cereals and tubers,121.7675,MWK,Malawi,Central Region,1888,Ntonda,832,51,15,5,1,832_51_15_5,
15/04/2014,Maize - Retail,KG,cereals and tubers,70,MWK,Malawi,Central Region,1888,Ntonda,832,51,15,5,1,832_51_15_5,
15/07/2014,Maize - Retail,KG,cereals and tubers,65.67,MWK,Malawi,Central Region,1888,Ntonda,832,51,15,5,1,832_51_15_5,
15/08/2014,Maize - Retail,KG,cereals and tubers,67.17,MWK,Malawi,Central Region,1888,Ntonda,832,51,15,5,1,832_51_15_5,
15/10/2014,Maize - Retail,KG,cereals and tubers,60.7933,MWK,Malawi,Central Region,1888,Ntonda,832,51,15,5,1,832_51_15_5,
15/12/2014,Maize - Retail,KG,cereals and tubers,70.25,MWK,Malawi,Central Region,1888,Ntonda,832,51,15,5,1,832_51_15_5,
15/01/2015,Maize - Retail,KG,cereals and tubers,83.3333,MWK,Malawi,Central Region,1888,Ntonda,832,51,15,5,1,832_51_15_5,
15/02/2015,Maize - Retail,KG,cereals and tubers,87.5,MWK,Malawi,Central Region,1888,Ntonda,832,51,15,5,1,832_51_15_5,
15/05/2015,Maize - Retail,KG,cereals and tubers,105,MWK,Malawi,Central Region,1888,Ntonda,832,51,15,5,1,832_51_15_5,
15/06/2015,Maize - Retail,KG,cereals and tubers,145,MWK,Malawi,Central Region,1888,Ntonda,832,51,15,5,1,832_51_15_5,
15/08/2015,Maize - Retail,KG,cereals and tubers,137,MWK,Malawi,Central Region,1888,Ntonda,832,51,15,5,1,832_51_15_5,
15/09/2015,Maize - Retail,KG,cereals and tubers,135,MWK,Malawi,Central Region,1888,Ntonda,832,51,15,5,1,832_51_15_5,
15/10/2015,Maize - Retail,KG,cereals and tubers,120,MWK,Malawi,Central Region,1888,Ntonda,832,51,15,5,1,832_51_15_5,
15/11/2015,Maize - Retail,KG,cereals and tubers,145.25,MWK,Malawi,Central Region,1888,Ntonda,832,51,15,5,1,832_51_15_5,
15/12/2015,Maize - Retail,KG,cereals and tubers,155.25,MWK,Malawi,Central Region,1888,Ntonda,832,51,15,5,1,832_51_15_5,
15/01/2016,Maize - Retail,KG,cereals and tubers,185.5,MWK,Malawi,Central Region,1888,Ntonda,832,51,15,5,1,832_51_15_5,
15/02/2016,Maize - Retail,KG,cereals and tubers,185.5,MWK,Malawi,Central Region,1888,Ntonda,832,51,15,5,1,832_51_15_5,
15/03/2016,Maize - Retail,KG,cereals and tubers,250.25,MWK,Malawi,Central Region,1888,Ntonda,832,51,15,5,1,832_51_15_5,
15/04/2016,Maize - Retail,KG,cereals and tubers,156.6667,MWK,Malawi,Central Region,1888,Ntonda,832,51,15,5,1,832_51_15_5,
15/05/2016,Maize - Retail,KG,cereals and tubers,180,MWK,Malawi,Central Region,1888,Ntonda,832,51,15,5,1,832_51_15_5,
15/06/2016,Maize - Retail,KG,cereals and tubers,220,MWK,Malawi,Central Region,1888,Ntonda,832,51,15,5,1,832_51_15_5,
15/07/2016,Maize - Retail,KG,cereals and tubers,226.6667,MWK,Malawi,Central Region,1888,Ntonda,832,51,15,5,1,832_51_15_5,
15/08/2016,Maize - Retail,KG,cereals and tubers,250,MWK,Malawi,Central Region,1888,Ntonda,832,51,15,5,1,832_51_15_5,
15/09/2016,Maize - Retail,KG,cereals and tubers,195,MWK,Malawi,Central Region,1888,Ntonda,832,51,15,5,1,832_51_15_5,
15/10/2016,Maize - Retail,KG,cereals and tubers,190,MWK,Malawi,Central Region,1888,Ntonda,832,51,15,5,1,832_51_15_5,
15/11/2016,Maize - Retail,KG,cereals and tubers,200,MWK,Malawi,Central Region,1888,Ntonda,832,51,15,5,1,832_51_15_5,
15/07/2019,Maize - Retail,KG,cereals and tubers,190,MWK,Malawi,Central Region,1888,Ntonda,832,51,15,5,1,832_51_15_5,
15/06/2012,Rice - Retail,KG,cereals and tubers,260,MWK,Malawi,Central Region,1888,Ntonda,832,52,15,5,1,832_52_15_5,
15/07/2012,Rice - Retail,KG,cereals and tubers,280,MWK,Malawi,Central Region,1888,Ntonda,832,52,15,5,1,832_52_15_5,
15/08/2012,Rice - Retail,KG,cereals and tubers,280,MWK,Malawi,Central Region,1888,Ntonda,832,52,15,5,1,832_52_15_5,
15/09/2012,Rice - Retail,KG,cereals and tubers,280,MWK,Malawi,Central Region,1888,Ntonda,832,52,15,5,1,832_52_15_5,
15/10/2012,Rice - Retail,KG,cereals and tubers,280,MWK,Malawi,Central Region,1888,Ntonda,832,52,15,5,1,832_52_15_5,
15/11/2012,Rice - Retail,KG,cereals and tubers,300,MWK,Malawi,Central Region,1888,Ntonda,832,52,15,5,1,832_52_15_5,
15/12/2012,Rice - Retail,KG,cereals and tubers,300,MWK,Malawi,Central Region,1888,Ntonda,832,52,15,5,1,832_52_15_5,
15/01/2013,Rice - Retail,KG,cereals and tubers,328,MWK,Malawi,Central Region,1888,Ntonda,832,52,15,5,1,832_52_15_5,
15/02/2013,Rice - Retail,KG,cereals and tubers,387.52,MWK,Malawi,Central Region,1888,Ntonda,832,52,15,5,1,832_52_15_5,
15/03/2013,Rice - Retail,KG,cereals and tubers,325,MWK,Malawi,Central Region,1888,Ntonda,832,52,15,5,1,832_52_15_5,
15/04/2013,Rice - Retail,KG,cereals and tubers,340,MWK,Malawi,Central Region,1888,Ntonda,832,52,15,5,1,832_52_15_5,
15/05/2013,Rice - Retail,KG,cereals and tubers,390.82,MWK,Malawi,Central Region,1888,Ntonda,832,52,15,5,1,832_52_15_5,
15/06/2013,Rice - Retail,KG,cereals and tubers,326.67,MWK,Malawi,Central Region,1888,Ntonda,832,52,15,5,1,832_52_15_5,
15/07/2013,Rice - Retail,KG,cereals and tubers,310,MWK,Malawi,Central Region,1888,Ntonda,832,52,15,5,1,832_52_15_5,
15/08/2013,Rice - Retail,KG,cereals and tubers,310,MWK,Malawi,Central Region,1888,Ntonda,832,52,15,5,1,832_52_15_5,
15/09/2013,Rice - Retail,KG,cereals and tubers,340,MWK,Malawi,Central Region,1888,Ntonda,832,52,15,5,1,832_52_15_5,
15/10/2013,Rice - Retail,KG,cereals and tubers,340,MWK,Malawi,Central Region,1888,Ntonda,832,52,15,5,1,832_52_15_5,
15/12/2013,Rice - Retail,KG,cereals and tubers,352.5,MWK,Malawi,Central Region,1888,Ntonda,832,52,15,5,1,832_52_15_5,
15/01/2014,Rice - Retail,KG,cereals and tubers,380,MWK,Malawi,Central Region,1888,Ntonda,832,52,15,5,1,832_52_15_5,
15/04/2014,Rice - Retail,KG,cereals and tubers,430,MWK,Malawi,Central Region,1888,Ntonda,832,52,15,5,1,832_52_15_5,
15/10/2014,Rice - Retail,KG,cereals and tubers,408.3333,MWK,Malawi,Central Region,1888,Ntonda,832,52,15,5,1,832_52_15_5,
15/12/2014,Rice - Retail,KG,cereals and tubers,400,MWK,Malawi,Central Region,1888,Ntonda,832,52,15,5,1,832_52_15_5,
15/05/2015,Rice - Retail,KG,cereals and tubers,408.3333,MWK,Malawi,Central Region,1888,Ntonda,832,52,15,5,1,832_52_15_5,
15/08/2015,Rice - Retail,KG,cereals and tubers,400,MWK,Malawi,Central Region,1888,Ntonda,832,52,15,5,1,832_52_15_5,
15/09/2015,Rice - Retail,KG,cereals and tubers,420,MWK,Malawi,Central Region,1888,Ntonda,832,52,15,5,1,832_52_15_5,
15/11/2015,Rice - Retail,KG,cereals and tubers,274.755,MWK,Malawi,Central Region,1888,Ntonda,832,52,15,5,1,832_52_15_5,
15/12/2015,Rice - Retail,KG,cereals and tubers,475,MWK,Malawi,Central Region,1888,Ntonda,832,52,15,5,1,832_52_15_5,
15/01/2016,Rice - Retail,KG,cereals and tubers,575,MWK,Malawi,Central Region,1888,Ntonda,832,52,15,5,1,832_52_15_5,
15/02/2016,Rice - Retail,KG,cereals and tubers,575,MWK,Malawi,Central Region,1888,Ntonda,832,52,15,5,1,832_52_15_5,
15/03/2016,Rice - Retail,KG,cereals and tubers,700,MWK,Malawi,Central Region,1888,Ntonda,832,52,15,5,1,832_52_15_5,
15/04/2016,Rice - Retail,KG,cereals and tubers,700,MWK,Malawi,Central Region,1888,Ntonda,832,52,15,5,1,832_52_15_5,
15/05/2016,Rice - Retail,KG,cereals and tubers,650,MWK,Malawi,Central Region,1888,Ntonda,832,52,15,5,1,832_52_15_5,
15/06/2016,Rice - Retail,KG,cereals and tubers,700,MWK,Malawi,Central Region,1888,Ntonda,832,52,15,5,1,832_52_15_5,
15/07/2016,Rice - Retail,KG,cereals and tubers,700,MWK,Malawi,Central Region,1888,Ntonda,832,52,15,5,1,832_52_15_5,
15/08/2016,Rice - Retail,KG,cereals and tubers,650,MWK,Malawi,Central Region,1888,Ntonda,832,52,15,5,1,832_52_15_5,
15/09/2016,Rice - Retail,KG,cereals and tubers,687.5,MWK,Malawi,Central Region,1888,Ntonda,832,52,15,5,1,832_52_15_5,
15/10/2016,Rice - Retail,KG,cereals and tubers,700,MWK,Malawi,Central Region,1888,Ntonda,832,52,15,5,1,832_52_15_5,
15/06/2012,Cassava - Retail,KG,cereals and tubers,66.32,MWK,Malawi,Central Region,1888,Ntonda,832,68,15,5,1,832_68_15_5,
15/07/2012,Cassava - Retail,KG,cereals and tubers,72.78,MWK,Malawi,Central Region,1888,Ntonda,832,68,15,5,1,832_68_15_5,
15/08/2012,Cassava - Retail,KG,cereals and tubers,85.14,MWK,Malawi,Central Region,1888,Ntonda,832,68,15,5,1,832_68_15_5,
15/09/2012,Cassava - Retail,KG,cereals and tubers,90.09,MWK,Malawi,Central Region,1888,Ntonda,832,68,15,5,1,832_68_15_5,
15/10/2012,Cassava - Retail,KG,cereals and tubers,110.13,MWK,Malawi,Central Region,1888,Ntonda,832,68,15,5,1,832_68_15_5,
15/11/2012,Cassava - Retail,KG,cereals and tubers,120.5,MWK,Malawi,Central Region,1888,Ntonda,832,68,15,5,1,832_68_15_5,
15/12/2012,Cassava - Retail,KG,cereals and tubers,125.48,MWK,Malawi,Central Region,1888,Ntonda,832,68,15,5,1,832_68_15_5,
15/01/2013,Cassava - Retail,KG,cereals and tubers,118.33,MWK,Malawi,Central Region,1888,Ntonda,832,68,15,5,1,832_68_15_5,
15/02/2013,Cassava - Retail,KG,cereals and tubers,101.66,MWK,Malawi,Central Region,1888,Ntonda,832,68,15,5,1,832_68_15_5,
15/03/2013,Cassava - Retail,KG,cereals and tubers,117.56,MWK,Malawi,Central Region,1888,Ntonda,832,68,15,5,1,832_68_15_5,
15/04/2013,Cassava - Retail,KG,cereals and tubers,120.52,MWK,Malawi,Central Region,1888,Ntonda,832,68,15,5,1,832_68_15_5,
15/05/2013,Cassava - Retail,KG,cereals and tubers,159.66,MWK,Malawi,Central Region,1888,Ntonda,832,68,15,5,1,832_68_15_5,
15/06/2013,Cassava - Retail,KG,cereals and tubers,142.42,MWK,Malawi,Central Region,1888,Ntonda,832,68,15,5,1,832_68_15_5,
15/07/2013,Cassava - Retail,KG,cereals and tubers,177.81,MWK,Malawi,Central Region,1888,Ntonda,832,68,15,5,1,832_68_15_5,
15/08/2013,Cassava - Retail,KG,cereals and tubers,177.81,MWK,Malawi,Central Region,1888,Ntonda,832,68,15,5,1,832_68_15_5,
15/09/2013,Cassava - Retail,KG,cereals and tubers,176.75,MWK,Malawi,Central Region,1888,Ntonda,832,68,15,5,1,832_68_15_5,
15/01/2014,Cassava - Retail,KG,cereals and tubers,200,MWK,Malawi,Central Region,1888,Ntonda,832,68,15,5,1,832_68_15_5,
15/04/2014,Cassava - Retail,KG,cereals and tubers,282.5,MWK,Malawi,Central Region,1888,Ntonda,832,68,15,5,1,832_68_15_5,
15/10/2014,Cassava - Retail,KG,cereals and tubers,575.8,MWK,Malawi,Central Region,1888,Ntonda,832,68,15,5,1,832_68_15_5,
15/01/2015,Cassava - Retail,KG,cereals and tubers,417.925,MWK,Malawi,Central Region,1888,Ntonda,832,68,15,5,1,832_68_15_5,
15/02/2015,Cassava - Retail,KG,cereals and tubers,312.5,MWK,Malawi,Central Region,1888,Ntonda,832,68,15,5,1,832_68_15_5,
15/06/2012,Groundnuts (shelled) - Retail,KG,pulses and nuts,250.555,MWK,Malawi,Central Region,1888,Ntonda,832,119,15,5,5,832_119_15_5,
15/07/2012,Groundnuts (shelled) - Retail,KG,pulses and nuts,258.16,MWK,Malawi,Central Region,1888,Ntonda,832,119,15,5,5,832_119_15_5,
15/08/2012,Groundnuts (shelled) - Retail,KG,pulses and nuts,325.93,MWK,Malawi,Central Region,1888,Ntonda,832,119,15,5,5,832_119_15_5,
15/09/2012,Groundnuts (shelled) - Retail,KG,pulses and nuts,324.77,MWK,Malawi,Central Region,1888,Ntonda,832,119,15,5,5,832_119_15_5,
15/10/2012,Groundnuts (shelled) - Retail,KG,pulses and nuts,325.36,MWK,Malawi,Central Region,1888,Ntonda,832,119,15,5,5,832_119_15_5,
15/11/2012,Groundnuts (shelled) - Retail,KG,pulses and nuts,325.4,MWK,Malawi,Central Region,1888,Ntonda,832,119,15,5,5,832_119_15_5,
15/12/2012,Groundnuts (shelled) - Retail,KG,pulses and nuts,376.27,MWK,Malawi,Central Region,1888,Ntonda,832,119,15,5,5,832_119_15_5,
15/01/2013,Groundnuts (shelled) - Retail,KG,pulses and nuts,393.45,MWK,Malawi,Central Region,1888,Ntonda,832,119,15,5,5,832_119_15_5,
15/02/2013,Groundnuts (shelled) - Retail,KG,pulses and nuts,508.1,MWK,Malawi,Central Region,1888,Ntonda,832,119,15,5,5,832_119_15_5,
15/03/2013,Groundnuts (shelled) - Retail,KG,pulses and nuts,465,MWK,Malawi,Central Region,1888,Ntonda,832,119,15,5,5,832_119_15_5,
15/04/2013,Groundnuts (shelled) - Retail,KG,pulses and nuts,500,MWK,Malawi,Central Region,1888,Ntonda,832,119,15,5,5,832_119_15_5,
15/05/2013,Groundnuts (shelled) - Retail,KG,pulses and nuts,540.61,MWK,Malawi,Central Region,1888,Ntonda,832,119,15,5,5,832_119_15_5,
15/06/2013,Groundnuts (shelled) - Retail,KG,pulses and nuts,480.74,MWK,Malawi,Central Region,1888,Ntonda,832,119,15,5,5,832_119_15_5,
15/07/2013,Groundnuts (shelled) - Retail,KG,pulses and nuts,488.27,MWK,Malawi,Central Region,1888,Ntonda,832,119,15,5,5,832_119_15_5,
15/08/2013,Groundnuts (shelled) - Retail,KG,pulses and nuts,488.27,MWK,Malawi,Central Region,1888,Ntonda,832,119,15,5,5,832_119_15_5,
15/09/2013,Groundnuts (shelled) - Retail,KG,pulses and nuts,550,MWK,Malawi,Central Region,1888,Ntonda,832,119,15,5,5,832_119_15_5,
15/10/2013,Groundnuts (shelled) - Retail,KG,pulses and nuts,550,MWK,Malawi,Central Region,1888,Ntonda,832,119,15,5,5,832_119_15_5,
15/12/2013,Groundnuts (shelled) - Retail,KG,pulses and nuts,625.06,MWK,Malawi,Central Region,1888,Ntonda,832,119,15,5,5,832_119_15_5,
15/01/2014,Groundnuts (shelled) - Retail,KG,pulses and nuts,650,MWK,Malawi,Central Region,1888,Ntonda,832,119,15,5,5,832_119_15_5,
15/10/2014,Groundnuts (shelled) - Retail,KG,pulses and nuts,666.7967,MWK,Malawi,Central Region,1888,Ntonda,832,119,15,5,5,832_119_15_5,
15/12/2014,Groundnuts (shelled) - Retail,KG,pulses and nuts,672.755,MWK,Malawi,Central Region,1888,Ntonda,832,119,15,5,5,832_119_15_5,
15/01/2015,Groundnuts (shelled) - Retail,KG,pulses and nuts,783.3333,MWK,Malawi,Central Region,1888,Ntonda,832,119,15,5,5,832_119_15_5,
15/02/2015,Groundnuts (shelled) - Retail,KG,pulses and nuts,815.125,MWK,Malawi,Central Region,1888,Ntonda,832,119,15,5,5,832_119_15_5,
15/12/2015,Groundnuts (shelled) - Retail,KG,pulses and nuts,615.25,MWK,Malawi,Central Region,1888,Ntonda,832,119,15,5,5,832_119_15_5,
15/01/2016,Groundnuts (shelled) - Retail,KG,pulses and nuts,652.75,MWK,Malawi,Central Region,1888,Ntonda,832,119,15,5,5,832_119_15_5,
15/02/2016,Groundnuts (shelled) - Retail,KG,pulses and nuts,652.75,MWK,Malawi,Central Region,1888,Ntonda,832,119,15,5,5,832_119_15_5,
15/05/2016,Groundnuts (shelled) - Retail,KG,pulses and nuts,815.125,MWK,Malawi,Central Region,1888,Ntonda,832,119,15,5,5,832_119_15_5,
15/10/2016,Groundnuts (shelled) - Retail,KG,pulses and nuts,235,MWK,Malawi,Central Region,1888,Ntonda,832,119,15,5,5,832_119_15_5,
15/11/2016,Groundnuts (shelled) - Retail,KG,pulses and nuts,940.93,MWK,Malawi,Central Region,1888,Ntonda,832,119,15,5,5,832_119_15_5,
15/06/2015,Pigeon peas - Retail,KG,pulses and nuts,652.555,MWK,Malawi,Central Region,1888,Ntonda,832,155,15,5,5,832_155_15_5,
15/06/2015,Cowpeas - Retail,KG,pulses and nuts,295.05,MWK,Malawi,Central Region,1888,Ntonda,832,218,15,5,5,832_218_15_5,
15/06/2012,Beans - Retail,KG,pulses and nuts,247.1,MWK,Malawi,Central Region,1888,Tsangano turn off,833,50,15,5,5,833_50_15_5,
15/07/2012,Beans - Retail,KG,pulses and nuts,257.6,MWK,Malawi,Central Region,1888,Tsangano turn off,833,50,15,5,5,833_50_15_5,
15/08/2012,Beans - Retail,KG,pulses and nuts,285.4,MWK,Malawi,Central Region,1888,Tsangano turn off,833,50,15,5,5,833_50_15_5,
15/09/2012,Beans - Retail,KG,pulses and nuts,285.4,MWK,Malawi,Central Region,1888,Tsangano turn off,833,50,15,5,5,833_50_15_5,
