ISO3,DataId,Indicator,Value,Precision,DHS_CountryCode,CountryName,SurveyYear,SurveyId,IndicatorId,IndicatorOrder,IndicatorType,CharacteristicId,CharacteristicOrder,CharacteristicCategory,CharacteristicLabel,ByVariableId,ByVariableLabel,IsTotal,IsPreferred,SDRID,RegionId,SurveyYearLabel,SurveyType,DenominatorWeighted,DenominatorUnweighted,CILow,CIHigh
MWI,202646,Treatment of diarrhea: Either ORS or RHF,63.2,1,MW,Malawi,1992,MW1992DHS,CH_DIAT_C_ORT,94106040,I,1000,0,Total,Total,14001,Five years preceding the survey,1,1,CHDIATCORT,,1992,DHS,821,814,,
MWI,303859,Treatment of diarrhea: Increased fluids,33.6,1,MW,Malawi,1992,MW1992DHS,CH_DIAT_C_INC,94106050,I,1000,0,Total,Total,14000,Three years preceding the survey,1,0,CHDIATCINC,,1992,DHS,697,692,,
MWI,202666,Treatment of diarrhea: Increased fluids,33.5,1,MW,Malawi,1992,MW1992DHS,CH_DIAT_C_INC,94106050,I,1000,0,Total,Total,14001,Five years preceding the survey,1,1,CHDIATCINC,,1992,DHS,821,814,,
MWI,303860,Treatment of diarrhea: ORT or increased fluids,64.6,1,MW,Malawi,1992,MW1992DHS,CH_DIAT_C_ORI,94106060,I,1000,0,Total,Total,14000,Three years preceding the survey,1,0,CHDIATCORI,,1992,DHS,697,692,,
MWI,202667,Treatment of diarrhea: ORT or increased fluids,63.2,1,MW,Malawi,1992,MW1992DHS,CH_DIAT_C_ORI,94106060,I,1000,0,Total,Total,14001,Five years preceding the survey,1,1,CHDIATCORI,,1992,DHS,821,814,,
MWI,303855,"Treatment of diarrhea: No ORS, RHF or increased fluids",35.4,1,MW,Malawi,1992,MW1992DHS,CH_DIAT_C_NON,94106070,I,1000,0,Total,Total,14000,Three years preceding the survey,1,0,CHDIATCNON,,1992,DHS,697,692,,
MWI,202664,"Treatment of diarrhea: No ORS, RHF or increased fluids",36.8,1,MW,Malawi,1992,MW1992DHS,CH_DIAT_C_NON,94106070,I,1000,0,Total,Total,14001,Five years preceding the survey,1,1,CHDIATCNON,,1992,DHS,821,814,,
MWI,303850,Treatment of diarrhea: Antibiotics,6.9,1,MW,Malawi,1992,MW1992DHS,CH_DIAT_C_ABI,94106080,I,1000,0,Total,Total,14000,Three years preceding the survey,1,0,CHDIATCABI,,1992,DHS,697,692,,
MWI,202654,Treatment of diarrhea: Antibiotics,7.8,1,MW,Malawi,1992,MW1992DHS,CH_DIAT_C_ABI,94106080,I,1000,0,Total,Total,14001,Five years preceding the survey,1,1,CHDIATCABI,,1992,DHS,821,814,,
MWI,303852,Treatment of diarrhea: Intravenous solution,0.6,1,MW,Malawi,1992,MW1992DHS,CH_DIAT_C_IVS,94106110,I,1000,0,Total,Total,14000,Three years preceding the survey,1,0,CHDIATCIVS,,1992,DHS,697,692,,
MWI,202656,Treatment of diarrhea: Intravenous solution,0.6,1,MW,Malawi,1992,MW1992DHS,CH_DIAT_C_IVS,94106110,I,1000,0,Total,Total,14001,Five years preceding the survey,1,1,CHDIATCIVS,,1992,DHS,821,814,,
MWI,303853,Treatment of diarrhea: Home remedy - other,20.3,1,MW,Malawi,1992,MW1992DHS,CH_DIAT_C_HOM,94106130,I,1000,0,Total,Total,14000,Three years preceding the survey,1,0,CHDIATCHOM,,1992,DHS,697,692,,
MWI,202657,Treatment of diarrhea: Home remedy - other,20.1,1,MW,Malawi,1992,MW1992DHS,CH_DIAT_C_HOM,94106130,I,1000,0,Total,Total,14001,Five years preceding the survey,1,1,CHDIATCHOM,,1992,DHS,821,814,,
MWI,303854,Treatment of diarrhea: No treatment,20.1,1,MW,Malawi,1992,MW1992DHS,CH_DIAT_C_NOT,94106140,I,1000,0,Total,Total,14000,Three years preceding the survey,1,0,CHDIATCNOT,,1992,DHS,697,692,,
MWI,202658,Treatment of diarrhea: No treatment,21.4,1,MW,Malawi,1992,MW1992DHS,CH_DIAT_C_NOT,94106140,I,1000,0,Total,Total,14001,Five years preceding the survey,1,1,CHDIATCNOT,,1992,DHS,821,814,,
MWI,303851,Treatment of diarrhea: don't know or missing,0.6,1,MW,Malawi,1992,MW1992DHS,CH_DIAT_C_DKM,94106150,S,1000,0,Total,Total,14000,Three years preceding the survey,1,0,CHDIATCDKM,,1992,DHS,697,692,,
MWI,202655,Treatment of diarrhea: don't know or missing,0.5,1,MW,Malawi,1992,MW1992DHS,CH_DIAT_C_DKM,94106150,S,1000,0,Total,Total,14001,Five years preceding the survey,1,1,CHDIATCDKM,,1992,DHS,821,814,,
MWI,202394,Number of children born in the last five (or three) years,697,0,MW,Malawi,1992,MW1992DHS,CH_DIAT_C_NUM,94106160,D,1000,0,Total,Total,14000,Three years preceding the survey,1,0,CHDIATCNUM,,1992,DHS,,692,,
MWI,202668,Number of children born in the last five (or three) years,821,0,MW,Malawi,1992,MW1992DHS,CH_DIAT_C_NUM,94106160,D,1000,0,Total,Total,14001,Five years preceding the survey,1,1,CHDIATCNUM,,1992,DHS,,814,,
MWI,303848,Number of children born in the last five (or three) years (unweighted),692,0,MW,Malawi,1992,MW1992DHS,CH_DIAT_C_UNW,94106170,U,1000,0,Total,Total,14000,Three years preceding the survey,1,0,CHDIATCUNW,,1992,DHS,697,,,
MWI,202671,Number of children born in the last five (or three) years (unweighted),814,0,MW,Malawi,1992,MW1992DHS,CH_DIAT_C_UNW,94106170,U,1000,0,Total,Total,14001,Five years preceding the survey,1,1,CHDIATCUNW,,1992,DHS,821,,,
MWI,533470,Feeding practices during diarrhea: Increased amount of fluids,33.6,1,MW,Malawi,1992,MW1992DHS,CH_DIFP_C_LMR,94136010,I,1000,0,Total,Total,14000,Three years preceding the survey,1,0,CHDIFPCLMR,,1992,DHS,697,692,,
MWI,338175,Feeding practices during diarrhea: Increased amount of fluids,33.5,1,MW,Malawi,1992,MW1992DHS,CH_DIFP_C_LMR,94136010,I,1000,0,Total,Total,14001,Five years preceding the survey,1,1,CHDIFPCLMR,,1992,DHS,821,814,,
MWI,533472,Feeding practices during diarrhea: Same amount of fluids,39.9,1,MW,Malawi,1992,MW1992DHS,CH_DIFP_C_LSM,94136020,I,1000,0,Total,Total,14000,Three years preceding the survey,1,0,CHDIFPCLSM,,1992,DHS,697,692,,
MWI,338178,Feeding practices during diarrhea: Same amount of fluids,40,1,MW,Malawi,1992,MW1992DHS,CH_DIFP_C_LSM,94136020,I,1000,0,Total,Total,14001,Five years preceding the survey,1,1,CHDIFPCLSM,,1992,DHS,821,814,,
MWI,533473,Feeding practices during diarrhea: Decreased amount of fluids,25.3,1,MW,Malawi,1992,MW1992DHS,CH_DIFP_C_LDC,94136050,I,1000,0,Total,Total,14000,Three years preceding the survey,1,0,CHDIFPCLDC,,1992,DHS,697,692,,
MWI,338179,Feeding practices during diarrhea: Decreased amount of fluids,25.5,1,MW,Malawi,1992,MW1992DHS,CH_DIFP_C_LDC,94136050,I,1000,0,Total,Total,14001,Five years preceding the survey,1,1,CHDIFPCLDC,,1992,DHS,821,814,,
MWI,533469,Feeding practices during diarrhea: don't know or missing on fluids given,1.2,1,MW,Malawi,1992,MW1992DHS,CH_DIFP_C_LDK,94136070,S,1000,0,Total,Total,14000,Three years preceding the survey,1,0,CHDIFPCLDK,,1992,DHS,697,692,,
MWI,338177,Feeding practices during diarrhea: don't know or missing on fluids given,1,1,MW,Malawi,1992,MW1992DHS,CH_DIFP_C_LDK,94136070,S,1000,0,Total,Total,14001,Five years preceding the survey,1,1,CHDIFPCLDK,,1992,DHS,821,814,,
MWI,533471,Feeding practices during diarrhea: Total,100,1,MW,Malawi,1992,MW1992DHS,CH_DIFP_C_LTO,94136080,T,1000,0,Total,Total,14000,Three years preceding the survey,1,0,CHDIFPCLTO,,1992,DHS,697,692,,
MWI,338176,Feeding practices during diarrhea: Total,100,1,MW,Malawi,1992,MW1992DHS,CH_DIFP_C_LTO,94136080,T,1000,0,Total,Total,14001,Five years preceding the survey,1,1,CHDIFPCLTO,,1992,DHS,821,814,,
MWI,533474,Number of children born in the last five (or three) years who had diarrhea in the last two weeks,697,0,MW,Malawi,1992,MW1992DHS,CH_DIFP_C_NUM,94136200,D,1000,0,Total,Total,14000,Three years preceding the survey,1,0,CHDIFPCNUM,,1992,DHS,,692,,
MWI,150599,Number of children born in the last five (or three) years who had diarrhea in the last two weeks,821,0,MW,Malawi,1992,MW1992DHS,CH_DIFP_C_NUM,94136200,D,1000,0,Total,Total,14001,Five years preceding the survey,1,1,CHDIFPCNUM,,1992,DHS,,814,,
MWI,150904,Number of children born in the last five (or three) years who had diarrhea in the last two weeks (unweighted),692,0,MW,Malawi,1992,MW1992DHS,CH_DIFP_C_UNW,94136210,U,1000,0,Total,Total,14000,Three years preceding the survey,1,0,CHDIFPCUNW,,1992,DHS,697,,,
MWI,338180,Number of children born in the last five (or three) years who had diarrhea in the last two weeks (unweighted),814,0,MW,Malawi,1992,MW1992DHS,CH_DIFP_C_UNW,94136210,U,1000,0,Total,Total,14001,Five years preceding the survey,1,1,CHDIFPCUNW,,1992,DHS,821,,,
MWI,439772,Knowledge of ORS,76.7,1,MW,Malawi,1992,MW1992DHS,CH_KORS_W_ORS,94163010,I,1000,0,Total,Total,14000,Three years preceding the survey,1,0,CHKORSWORS,,1992,DHS,2399,2378,,
MWI,176847,Knowledge of ORS,76.5,1,MW,Malawi,1992,MW1992DHS,CH_KORS_W_ORS,94163010,I,1000,0,Total,Total,14001,Five years preceding the survey,1,1,CHKORSWORS,,1992,DHS,2854,2835,,
MWI,461725,Number of women with a live birth in the last five years,2399,0,MW,Malawi,1992,MW1992DHS,CH_KORS_W_NUM,94163020,D,1000,0,Total,Total,14000,Three years preceding the survey,1,0,CHKORSWNUM,,1992,DHS,,2378,,
MWI,176846,Number of women with a live birth in the last five years,2854,0,MW,Malawi,1992,MW1992DHS,CH_KORS_W_NUM,94163020,D,1000,0,Total,Total,14001,Five years preceding the survey,1,1,CHKORSWNUM,,1992,DHS,,2835,,
MWI,176496,Number of women with a live birth in the last five years (unweighted),2378,0,MW,Malawi,1992,MW1992DHS,CH_KORS_W_UNW,94163030,U,1000,0,Total,Total,14000,Three years preceding the survey,1,0,CHKORSWUNW,,1992,DHS,,,,
MWI,176848,Number of women with a live birth in the last five years (unweighted),2835,0,MW,Malawi,1992,MW1992DHS,CH_KORS_W_UNW,94163030,U,1000,0,Total,Total,14001,Five years preceding the survey,1,1,CHKORSWUNW,,1992,DHS,,,,
MWI,275664,Children with diarrhea,23.5,1,MW,Malawi,2000,MW2000DHS,CH_DIAR_C_DIA,94066010,I,1000,0,Total,Total,14000,Three years preceding the survey,1,0,CHDIARCDIA,,2000,DHS,6862,6726,,
MWI,410532,Children with diarrhea,17.6,1,MW,Malawi,2000,MW2000DHS,CH_DIAR_C_DIA,94066010,I,1000,0,Total,Total,14001,Five years preceding the survey,1,1,CHDIARCDIA,,2000,DHS,10559,10367,,
MWI,211293,Number of children born in the last five (or three) years,6862,0,MW,Malawi,2000,MW2000DHS,CH_DIAR_C_NUM,94066030,D,1000,0,Total,Total,14000,Three years preceding the survey,1,0,CHDIARCNUM,,2000,DHS,,6726,,
MWI,410533,Number of children born in the last five (or three) years,10559,0,MW,Malawi,2000,MW2000DHS,CH_DIAR_C_NUM,94066030,D,1000,0,Total,Total,14001,Five years preceding the survey,1,1,CHDIARCNUM,,2000,DHS,,10367,,
MWI,275663,Number of children born in the last five (or three) years (unweighted),6726,0,MW,Malawi,2000,MW2000DHS,CH_DIAR_C_UNW,94066040,U,1000,0,Total,Total,14000,Three years preceding the survey,1,0,CHDIARCUNW,,2000,DHS,6862,,,
MWI,211413,Number of children born in the last five (or three) years (unweighted),10367,0,MW,Malawi,2000,MW2000DHS,CH_DIAR_C_UNW,94066040,U,1000,0,Total,Total,14001,Five years preceding the survey,1,1,CHDIARCUNW,,2000,DHS,10559,,,
MWI,382038,Treatment of diarrhea: Taken to a health facility,28.7,1,MW,Malawi,2000,MW2000DHS,CH_DIAT_C_ADV,94106010,I,1000,0,Total,Total,14000,Three years preceding the survey,1,0,CHDIATCADV,,2000,DHS,1610,1515,,
MWI,517967,Treatment of diarrhea: Taken to a health facility,28.3,1,MW,Malawi,2000,MW2000DHS,CH_DIAT_C_ADV,94106010,I,1000,0,Total,Total,14001,Five years preceding the survey,1,1,CHDIATCADV,,2000,DHS,1859,1755,,
MWI,382044,Treatment of diarrhea: Oral rehydration solution (ORS),48.8,1,MW,Malawi,2000,MW2000DHS,CH_DIAT_C_ORS,94106020,I,1000,0,Total,Total,14000,Three years preceding the survey,1,0,CHDIATCORS,,2000,DHS,1610,1515,,
MWI,517968,Treatment of diarrhea: Oral rehydration solution (ORS),47.9,1,MW,Malawi,2000,MW2000DHS,CH_DIAT_C_ORS,94106020,I,1000,0,Total,Total,14001,Five years preceding the survey,1,1,CHDIATCORS,,2000,DHS,1859,1755,,
MWI,382045,Treatment of diarrhea: Either ORS or RHF,48.8,1,MW,Malawi,2000,MW2000DHS,CH_DIAT_C_ORT,94106040,I,1000,0,Total,Total,14000,Three years preceding the survey,1,0,CHDIATCORT,,2000,DHS,1610,1515,,
MWI,517969,Treatment of diarrhea: Either ORS or RHF,47.9,1,MW,Malawi,2000,MW2000DHS,CH_DIAT_C_ORT,94106040,I,1000,0,Total,Total,14001,Five years preceding the survey,1,1,CHDIATCORT,,2000,DHS,1859,1755,,
MWI,382046,Treatment of diarrhea: Increased fluids,35.6,1,MW,Malawi,2000,MW2000DHS,CH_DIAT_C_INC,94106050,I,1000,0,Total,Total,14000,Three years preceding the survey,1,0,CHDIATCINC,,2000,DHS,1610,1515,,
MWI,517965,Treatment of diarrhea: Increased fluids,35.4,1,MW,Malawi,2000,MW2000DHS,CH_DIAT_C_INC,94106050,I,1000,0,Total,Total,14001,Five years preceding the survey,1,1,CHDIATCINC,,2000,DHS,1859,1755,,
MWI,382049,Treatment of diarrhea: ORT or increased fluids,62.5,1,MW,Malawi,2000,MW2000DHS,CH_DIAT_C_ORI,94106060,I,1000,0,Total,Total,14000,Three years preceding the survey,1,0,CHDIATCORI,,2000,DHS,1610,1515,,
MWI,517966,Treatment of diarrhea: ORT or increased fluids,62.1,1,MW,Malawi,2000,MW2000DHS,CH_DIAT_C_ORI,94106060,I,1000,0,Total,Total,14001,Five years preceding the survey,1,1,CHDIATCORI,,2000,DHS,1859,1755,,
MWI,382043,"Treatment of diarrhea: No ORS, RHF or increased fluids",37.5,1,MW,Malawi,2000,MW2000DHS,CH_DIAT_C_NON,94106070,I,1000,0,Total,Total,14000,Three years preceding the survey,1,0,CHDIATCNON,,2000,DHS,1610,1515,,
MWI,517973,"Treatment of diarrhea: No ORS, RHF or increased fluids",37.9,1,MW,Malawi,2000,MW2000DHS,CH_DIAT_C_NON,94106070,I,1000,0,Total,Total,14001,Five years preceding the survey,1,1,CHDIATCNON,,2000,DHS,1859,1755,,
MWI,382040,Treatment of diarrhea: Intravenous solution,1.1,1,MW,Malawi,2000,MW2000DHS,CH_DIAT_C_IVS,94106110,I,1000,0,Total,Total,14000,Three years preceding the survey,1,0,CHDIATCIVS,,2000,DHS,1610,1515,,
MWI,517970,Treatment of diarrhea: Intravenous solution,1.1,1,MW,Malawi,2000,MW2000DHS,CH_DIAT_C_IVS,94106110,I,1000,0,Total,Total,14001,Five years preceding the survey,1,1,CHDIATCIVS,,2000,DHS,1859,1755,,
MWI,382041,Treatment of diarrhea: Home remedy - other,38.7,1,MW,Malawi,2000,MW2000DHS,CH_DIAT_C_HOM,94106130,I,1000,0,Total,Total,14000,Three years preceding the survey,1,0,CHDIATCHOM,,2000,DHS,1610,1515,,
MWI,517971,Treatment of diarrhea: Home remedy - other,39.2,1,MW,Malawi,2000,MW2000DHS,CH_DIAT_C_HOM,94106130,I,1000,0,Total,Total,14001,Five years preceding the survey,1,1,CHDIATCHOM,,2000,DHS,1859,1755,,
MWI,382042,Treatment of diarrhea: No treatment,24.1,1,MW,Malawi,2000,MW2000DHS,CH_DIAT_C_NOT,94106140,I,1000,0,Total,Total,14000,Three years preceding the survey,1,0,CHDIATCNOT,,2000,DHS,1610,1515,,
MWI,517972,Treatment of diarrhea: No treatment,24.1,1,MW,Malawi,2000,MW2000DHS,CH_DIAT_C_NOT,94106140,I,1000,0,Total,Total,14001,Five years preceding the survey,1,1,CHDIATCNOT,,2000,DHS,1859,1755,,
MWI,382039,Treatment of diarrhea: don't know or missing,0,1,MW,Malawi,2000,MW2000DHS,CH_DIAT_C_DKM,94106150,S,1000,0,Total,Total,14000,Three years preceding the survey,1,0,CHDIATCDKM,,2000,DHS,1610,1515,,
MWI,517974,Treatment of diarrhea: don't know or missing,0.1,1,MW,Malawi,2000,MW2000DHS,CH_DIAT_C_DKM,94106150,S,1000,0,Total,Total,14001,Five years preceding the survey,1,1,CHDIATCDKM,,2000,DHS,1859,1755,,
MWI,211296,Number of children born in the last five (or three) years,1610,0,MW,Malawi,2000,MW2000DHS,CH_DIAT_C_NUM,94106160,D,1000,0,Total,Total,14000,Three years preceding the survey,1,0,CHDIATCNUM,,2000,DHS,,1515,,
MWI,528377,Number of children born in the last five (or three) years,1859,0,MW,Malawi,2000,MW2000DHS,CH_DIAT_C_NUM,94106160,D,1000,0,Total,Total,14001,Five years preceding the survey,1,1,CHDIATCNUM,,2000,DHS,,1755,,
MWI,382047,Number of children born in the last five (or three) years (unweighted),1515,0,MW,Malawi,2000,MW2000DHS,CH_DIAT_C_UNW,94106170,U,1000,0,Total,Total,14000,Three years preceding the survey,1,0,CHDIATCUNW,,2000,DHS,1610,,,
MWI,276275,Number of children born in the last five (or three) years (unweighted),1755,0,MW,Malawi,2000,MW2000DHS,CH_DIAT_C_UNW,94106170,U,1000,0,Total,Total,14001,Five years preceding the survey,1,1,CHDIATCUNW,,2000,DHS,1859,,,
MWI,261832,Feeding practices during diarrhea: Increased amount of fluids,35.6,1,MW,Malawi,2000,MW2000DHS,CH_DIFP_C_LMR,94136010,I,1000,0,Total,Total,14000,Three years preceding the survey,1,0,CHDIFPCLMR,,2000,DHS,1610,1515,,
MWI,211426,Feeding practices during diarrhea: Increased amount of fluids,35.4,1,MW,Malawi,2000,MW2000DHS,CH_DIFP_C_LMR,94136010,I,1000,0,Total,Total,14001,Five years preceding the survey,1,1,CHDIFPCLMR,,2000,DHS,1859,1755,,
MWI,261827,Feeding practices during diarrhea: Same amount of fluids,30.8,1,MW,Malawi,2000,MW2000DHS,CH_DIFP_C_LSM,94136020,I,1000,0,Total,Total,14000,Three years preceding the survey,1,0,CHDIFPCLSM,,2000,DHS,1610,1515,,
MWI,211431,Feeding practices during diarrhea: Same amount of fluids,31.6,1,MW,Malawi,2000,MW2000DHS,CH_DIFP_C_LSM,94136020,I,1000,0,Total,Total,14001,Five years preceding the survey,1,1,CHDIFPCLSM,,2000,DHS,1859,1755,,
MWI,261828,Feeding practices during diarrhea: Somewhat less fluids,18,1,MW,Malawi,2000,MW2000DHS,CH_DIFP_C_LLS,94136030,I,1000,0,Total,Total,14000,Three years preceding the survey,1,0,CHDIFPCLLS,,2000,DHS,1610,1515,,
MWI,211432,Feeding practices during diarrhea: Somewhat less fluids,18.3,1,MW,Malawi,2000,MW2000DHS,CH_DIFP_C_LLS,94136030,I,1000,0,Total,Total,14001,Five years preceding the survey,1,1,CHDIFPCLLS,,2000,DHS,1859,1755,,
MWI,261829,Feeding practices during diarrhea: Much less fluids,11.8,1,MW,Malawi,2000,MW2000DHS,CH_DIFP_C_LML,94136040,I,1000,0,Total,Total,14000,Three years preceding the survey,1,0,CHDIFPCLML,,2000,DHS,1610,1515,,
MWI,211442,Feeding practices during diarrhea: Much less fluids,11,1,MW,Malawi,2000,MW2000DHS,CH_DIFP_C_LML,94136040,I,1000,0,Total,Total,14001,Five years preceding the survey,1,1,CHDIFPCLML,,2000,DHS,1859,1755,,
MWI,261833,Feeding practices during diarrhea: Stopped fluids completely,3.7,1,MW,Malawi,2000,MW2000DHS,CH_DIFP_C_LNO,94136060,I,1000,0,Total,Total,14000,Three years preceding the survey,1,0,CHDIFPCLNO,,2000,DHS,1610,1515,,
MWI,211433,Feeding practices during diarrhea: Stopped fluids completely,3.6,1,MW,Malawi,2000,MW2000DHS,CH_DIFP_C_LNO,94136060,I,1000,0,Total,Total,14001,Five years preceding the survey,1,1,CHDIFPCLNO,,2000,DHS,1859,1755,,
MWI,261819,Feeding practices during diarrhea: don't know or missing on fluids given,0.1,1,MW,Malawi,2000,MW2000DHS,CH_DIFP_C_LDK,94136070,S,1000,0,Total,Total,14000,Three years preceding the survey,1,0,CHDIFPCLDK,,2000,DHS,1610,1515,,
MWI,211435,Feeding practices during diarrhea: don't know or missing on fluids given,0.1,1,MW,Malawi,2000,MW2000DHS,CH_DIFP_C_LDK,94136070,S,1000,0,Total,Total,14001,Five years preceding the survey,1,1,CHDIFPCLDK,,2000,DHS,1859,1755,,
MWI,261834,Feeding practices during diarrhea: Total,100,1,MW,Malawi,2000,MW2000DHS,CH_DIFP_C_LTO,94136080,T,1000,0,Total,Total,14000,Three years preceding the survey,1,0,CHDIFPCLTO,,2000,DHS,1610,1515,,
MWI,211434,Feeding practices during diarrhea: Total,100,1,MW,Malawi,2000,MW2000DHS,CH_DIFP_C_LTO,94136080,T,1000,0,Total,Total,14001,Five years preceding the survey,1,1,CHDIFPCLTO,,2000,DHS,1859,1755,,
MWI,261820,Feeding practices during diarrhea: Increased amount of food,26.8,1,MW,Malawi,2000,MW2000DHS,CH_DIFP_C_FMR,94136090,I,1000,0,Total,Total,14000,Three years preceding the survey,1,0,CHDIFPCFMR,,2000,DHS,1610,1515,,
MWI,211436,Feeding practices during diarrhea: Increased amount of food,27.4,1,MW,Malawi,2000,MW2000DHS,CH_DIFP_C_FMR,94136090,I,1000,0,Total,Total,14001,Five years preceding the survey,1,1,CHDIFPCFMR,,2000,DHS,1859,1755,,
MWI,261823,Feeding practices during diarrhea: Same amount of food,32.1,1,MW,Malawi,2000,MW2000DHS,CH_DIFP_C_FSM,94136100,I,1000,0,Total,Total,14000,Three years preceding the survey,1,0,CHDIFPCFSM,,2000,DHS,1610,1515,,
MWI,211446,Feeding practices during diarrhea: Same amount of food,33.2,1,MW,Malawi,2000,MW2000DHS,CH_DIFP_C_FSM,94136100,I,1000,0,Total,Total,14001,Five years preceding the survey,1,1,CHDIFPCFSM,,2000,DHS,1859,1755,,
MWI,261824,Feeding practices during diarrhea: Somewhat less food,19.9,1,MW,Malawi,2000,MW2000DHS,CH_DIFP_C_FLS,94136110,I,1000,0,Total,Total,14000,Three years preceding the survey,1,0,CHDIFPCFLS,,2000,DHS,1610,1515,,
MWI,211447,Feeding practices during diarrhea: Somewhat less food,19.2,1,MW,Malawi,2000,MW2000DHS,CH_DIFP_C_FLS,94136110,I,1000,0,Total,Total,14001,Five years preceding the survey,1,1,CHDIFPCFLS,,2000,DHS,1859,1755,,
MWI,261825,Feeding practices during diarrhea: Much less food,12.2,1,MW,Malawi,2000,MW2000DHS,CH_DIFP_C_FML,94136120,I,1000,0,Total,Total,14000,Three years preceding the survey,1,0,CHDIFPCFML,,2000,DHS,1610,1515,,
MWI,211448,Feeding practices during diarrhea: Much less food,11.8,1,MW,Malawi,2000,MW2000DHS,CH_DIFP_C_FML,94136120,I,1000,0,Total,Total,14001,Five years preceding the survey,1,1,CHDIFPCFML,,2000,DHS,1859,1755,,
