ISO3,DataId,Indicator,Value,Precision,DHS_CountryCode,CountryName,SurveyYear,SurveyId,IndicatorId,IndicatorOrder,IndicatorType,CharacteristicId,CharacteristicOrder,CharacteristicCategory,CharacteristicLabel,ByVariableId,ByVariableLabel,IsTotal,IsPreferred,SDRID,RegionId,SurveyYearLabel,SurveyType,DenominatorWeighted,DenominatorUnweighted,CILow,CIHigh
MWI,543409,Antenatal care from a skilled provider,90.2,1,MW,Malawi,1992,MW1992DHS,RH_ANCP_W_SKP,83363120,I,1000,0,Total,Total,14001,Five years preceding the survey,1,1,RHANCPWSKP,,1992,DHS,2854,2835,,
MWI,460442,Number of women with a live birth in the last five (or three) years,2399,0,MW,Malawi,1992,MW1992DHS,RH_ANCP_W_NUM,83363130,D,1000,0,Total,Total,14000,Three years preceding the survey,1,0,RHANCPWNUM,,1992,DHS,,2378,,
MWI,16311,Number of women with a live birth in the last five (or three) years,2854,0,MW,Malawi,1992,MW1992DHS,RH_ANCP_W_NUM,83363130,D,1000,0,Total,Total,14001,Five years preceding the survey,1,1,RHANCPWNUM,,1992,DHS,,2835,,
MWI,306958,Number of women with a live birth in the last five (or three) years (unweighted),2378,0,MW,Malawi,1992,MW1992DHS,RH_ANCP_W_UNW,83363140,U,1000,0,Total,Total,14000,Three years preceding the survey,1,0,RHANCPWUNW,,1992,DHS,2399,,,
MWI,349779,Number of women with a live birth in the last five (or three) years (unweighted),2835,0,MW,Malawi,1992,MW1992DHS,RH_ANCP_W_UNW,83363140,U,1000,0,Total,Total,14001,Five years preceding the survey,1,1,RHANCPWUNW,,1992,DHS,2854,,,
MWI,381742,Place of delivery: Public sector,39.7,1,MW,Malawi,1992,MW1992DHS,RH_DELP_C_PUB,83566010,I,1000,0,Total,Total,14000,Three years preceding the survey,1,0,RHDELPCPUB,,1992,DHS,2854,2818,,
MWI,464852,Place of delivery: Public sector,41.2,1,MW,Malawi,1992,MW1992DHS,RH_DELP_C_PUB,83566010,I,1000,0,Total,Total,14001,Five years preceding the survey,1,1,RHDELPCPUB,,1992,DHS,4574,4495,,
MWI,381737,Place of delivery: Private sector,13.7,1,MW,Malawi,1992,MW1992DHS,RH_DELP_C_PRV,83566020,I,1000,0,Total,Total,14000,Three years preceding the survey,1,0,RHDELPCPRV,,1992,DHS,2854,2818,,
MWI,467292,Place of delivery: Private sector,14.1,1,MW,Malawi,1992,MW1992DHS,RH_DELP_C_PRV,83566020,I,1000,0,Total,Total,14001,Five years preceding the survey,1,1,RHDELPCPRV,,1992,DHS,4574,4495,,
MWI,381740,Place of delivery: At home,44.8,1,MW,Malawi,1992,MW1992DHS,RH_DELP_C_HOM,83566030,I,1000,0,Total,Total,14000,Three years preceding the survey,1,0,RHDELPCHOM,,1992,DHS,2854,2818,,
MWI,467293,Place of delivery: At home,42.7,1,MW,Malawi,1992,MW1992DHS,RH_DELP_C_HOM,83566030,I,1000,0,Total,Total,14001,Five years preceding the survey,1,1,RHDELPCHOM,,1992,DHS,4574,4495,,
MWI,381741,Place of delivery: Other,1.7,1,MW,Malawi,1992,MW1992DHS,RH_DELP_C_OTH,83566040,I,1000,0,Total,Total,14000,Three years preceding the survey,1,0,RHDELPCOTH,,1992,DHS,2854,2818,,
MWI,464850,Place of delivery: Other,1.4,1,MW,Malawi,1992,MW1992DHS,RH_DELP_C_OTH,83566040,I,1000,0,Total,Total,14001,Five years preceding the survey,1,1,RHDELPCOTH,,1992,DHS,4574,4495,,
MWI,381744,Place of delivery: don't know or missing,0.2,1,MW,Malawi,1992,MW1992DHS,RH_DELP_C_DKM,83566050,S,1000,0,Total,Total,14000,Three years preceding the survey,1,0,RHDELPCDKM,,1992,DHS,2854,2818,,
MWI,464851,Place of delivery: don't know or missing,0.6,1,MW,Malawi,1992,MW1992DHS,RH_DELP_C_DKM,83566050,S,1000,0,Total,Total,14001,Five years preceding the survey,1,1,RHDELPCDKM,,1992,DHS,4574,4495,,
MWI,381743,Place of delivery: Total,100,1,MW,Malawi,1992,MW1992DHS,RH_DELP_C_TOT,83566060,T,1000,0,Total,Total,14000,Three years preceding the survey,1,0,RHDELPCTOT,,1992,DHS,2854,2818,,
MWI,464853,Place of delivery: Total,100,1,MW,Malawi,1992,MW1992DHS,RH_DELP_C_TOT,83566060,T,1000,0,Total,Total,14001,Five years preceding the survey,1,1,RHDELPCTOT,,1992,DHS,4574,4495,,
MWI,381745,Place of delivery: Health facility,53.3,1,MW,Malawi,1992,MW1992DHS,RH_DELP_C_DHF,83566070,I,1000,0,Total,Total,14000,Three years preceding the survey,1,0,RHDELPCDHF,,1992,DHS,2854,2818,,
MWI,464854,Place of delivery: Health facility,55.3,1,MW,Malawi,1992,MW1992DHS,RH_DELP_C_DHF,83566070,I,1000,0,Total,Total,14001,Five years preceding the survey,1,1,RHDELPCDHF,,1992,DHS,4574,4495,,
MWI,191635,Number of live births in the last five (or three) years,2854,0,MW,Malawi,1992,MW1992DHS,RH_DELP_C_NUM,83566080,D,1000,0,Total,Total,14000,Three years preceding the survey,1,0,RHDELPCNUM,,1992,DHS,,2818,,
MWI,484740,Number of live births in the last five (or three) years,4574,0,MW,Malawi,1992,MW1992DHS,RH_DELP_C_NUM,83566080,D,1000,0,Total,Total,14001,Five years preceding the survey,1,1,RHDELPCNUM,,1992,DHS,,4495,,
MWI,381746,Number of live births in the last five (or three) years (unweighted),2818,0,MW,Malawi,1992,MW1992DHS,RH_DELP_C_UNW,83566090,U,1000,0,Total,Total,14000,Three years preceding the survey,1,0,RHDELPCUNW,,1992,DHS,2854,,,
MWI,321472,Number of live births in the last five (or three) years (unweighted),4495,0,MW,Malawi,1992,MW1992DHS,RH_DELP_C_UNW,83566090,U,1000,0,Total,Total,14001,Five years preceding the survey,1,1,RHDELPCUNW,,1992,DHS,4574,,,
MWI,324342,Assistance during delivery: Doctor,4.4,1,MW,Malawi,1992,MW1992DHS,RH_DELA_C_DOC,83606010,I,1000,0,Total,Total,14000,Three years preceding the survey,1,0,RHDELACDOC,,1992,DHS,2854,2818,,
MWI,484741,Assistance during delivery: Doctor,4.4,1,MW,Malawi,1992,MW1992DHS,RH_DELA_C_DOC,83606010,I,1000,0,Total,Total,14001,Five years preceding the survey,1,1,RHDELACDOC,,1992,DHS,4574,4495,,
MWI,324349,Assistance during delivery: Nurse/midwife,48.1,1,MW,Malawi,1992,MW1992DHS,RH_DELA_C_NRS,83606020,I,1000,0,Total,Total,14000,Three years preceding the survey,1,0,RHDELACNRS,,1992,DHS,2854,2818,,
MWI,484742,Assistance during delivery: Nurse/midwife,50.2,1,MW,Malawi,1992,MW1992DHS,RH_DELA_C_NRS,83606020,I,1000,0,Total,Total,14001,Five years preceding the survey,1,1,RHDELACNRS,,1992,DHS,4574,4495,,
MWI,324350,Assistance during delivery: Other health worker,11.5,1,MW,Malawi,1992,MW1992DHS,RH_DELA_C_OHW,83606040,I,1000,0,Total,Total,14000,Three years preceding the survey,1,0,RHDELACOHW,,1992,DHS,2854,2818,,
MWI,484743,Assistance during delivery: Other health worker,10.3,1,MW,Malawi,1992,MW1992DHS,RH_DELA_C_OHW,83606040,I,1000,0,Total,Total,14001,Five years preceding the survey,1,1,RHDELACOHW,,1992,DHS,4574,4495,,
MWI,324343,Assistance during delivery: Traditional birth attendant,6.3,1,MW,Malawi,1992,MW1992DHS,RH_DELA_C_TBA,83606060,I,1000,0,Total,Total,14000,Three years preceding the survey,1,0,RHDELACTBA,,1992,DHS,2854,2818,,
MWI,484744,Assistance during delivery: Traditional birth attendant,6.4,1,MW,Malawi,1992,MW1992DHS,RH_DELA_C_TBA,83606060,I,1000,0,Total,Total,14001,Five years preceding the survey,1,1,RHDELACTBA,,1992,DHS,4574,4495,,
MWI,324344,Assistance during delivery: Relative or other,24.3,1,MW,Malawi,1992,MW1992DHS,RH_DELA_C_REL,83606070,I,1000,0,Total,Total,14000,Three years preceding the survey,1,0,RHDELACREL,,1992,DHS,2854,2818,,
MWI,484746,Assistance during delivery: Relative or other,23.2,1,MW,Malawi,1992,MW1992DHS,RH_DELA_C_REL,83606070,I,1000,0,Total,Total,14001,Five years preceding the survey,1,1,RHDELACREL,,1992,DHS,4574,4495,,
MWI,324346,Assistance during delivery: No one,5.1,1,MW,Malawi,1992,MW1992DHS,RH_DELA_C_NON,83606080,I,1000,0,Total,Total,14000,Three years preceding the survey,1,0,RHDELACNON,,1992,DHS,2854,2818,,
MWI,484745,Assistance during delivery: No one,5,1,MW,Malawi,1992,MW1992DHS,RH_DELA_C_NON,83606080,I,1000,0,Total,Total,14001,Five years preceding the survey,1,1,RHDELACNON,,1992,DHS,4574,4495,,
MWI,324345,Assistance during delivery: don't know or missing,0.2,1,MW,Malawi,1992,MW1992DHS,RH_DELA_C_DKM,83606090,S,1000,0,Total,Total,14000,Three years preceding the survey,1,0,RHDELACDKM,,1992,DHS,2854,2818,,
MWI,484751,Assistance during delivery: don't know or missing,0.5,1,MW,Malawi,1992,MW1992DHS,RH_DELA_C_DKM,83606090,S,1000,0,Total,Total,14001,Five years preceding the survey,1,1,RHDELACDKM,,1992,DHS,4574,4495,,
MWI,324341,Assistance during delivery: Total,100,1,MW,Malawi,1992,MW1992DHS,RH_DELA_C_TOT,83606100,T,1000,0,Total,Total,14000,Three years preceding the survey,1,0,RHDELACTOT,,1992,DHS,2854,2818,,
MWI,484747,Assistance during delivery: Total,100,1,MW,Malawi,1992,MW1992DHS,RH_DELA_C_TOT,83606100,T,1000,0,Total,Total,14001,Five years preceding the survey,1,1,RHDELACTOT,,1992,DHS,4574,4495,,
MWI,324347,Assistance during delivery from a skilled provider,52.6,1,MW,Malawi,1992,MW1992DHS,RH_DELA_C_SKP,83606110,I,1000,0,Total,Total,14000,Three years preceding the survey,1,0,RHDELACSKP,,1992,DHS,2854,2818,,
MWI,484749,Assistance during delivery from a skilled provider,54.7,1,MW,Malawi,1992,MW1992DHS,RH_DELA_C_SKP,83606110,I,1000,0,Total,Total,14001,Five years preceding the survey,1,1,RHDELACSKP,,1992,DHS,4574,4495,,
MWI,324348,Delivery by cesarean section,3.4,1,MW,Malawi,1992,MW1992DHS,RH_DELA_C_CSC,83606120,I,1000,0,Total,Total,14000,Three years preceding the survey,1,0,RHDELACCSC,,1992,DHS,2854,2818,,
MWI,484750,Delivery by cesarean section,3.4,1,MW,Malawi,1992,MW1992DHS,RH_DELA_C_CSC,83606120,I,1000,0,Total,Total,14001,Five years preceding the survey,1,1,RHDELACCSC,,1992,DHS,4574,4495,,
MWI,191629,Number of live births in the last five (or three) years,2854,0,MW,Malawi,1992,MW1992DHS,RH_DELA_C_NUM,83606130,D,1000,0,Total,Total,14000,Three years preceding the survey,1,0,RHDELACNUM,,1992,DHS,,2818,,
MWI,484748,Number of live births in the last five (or three) years,4574,0,MW,Malawi,1992,MW1992DHS,RH_DELA_C_NUM,83606130,D,1000,0,Total,Total,14001,Five years preceding the survey,1,1,RHDELACNUM,,1992,DHS,,4495,,
MWI,324331,Number of live births in the last five (or three) years (unweighted),2818,0,MW,Malawi,1992,MW1992DHS,RH_DELA_C_UNW,83606140,U,1000,0,Total,Total,14000,Three years preceding the survey,1,0,RHDELACUNW,,1992,DHS,2854,,,
MWI,192102,Number of live births in the last five (or three) years (unweighted),4495,0,MW,Malawi,1992,MW1992DHS,RH_DELA_C_UNW,83606140,U,1000,0,Total,Total,14001,Five years preceding the survey,1,1,RHDELACUNW,,1992,DHS,4574,,,
MWI,509990,Children with symptoms of ARI,17.4,1,MW,Malawi,1992,MW1992DHS,CH_ARIS_C_ARI,93966010,I,1000,0,Total,Total,14000,Three years preceding the survey,1,0,CHARISCARI,,1992,DHS,2421,2409,,
MWI,295668,Children with symptoms of ARI,14.4,1,MW,Malawi,1992,MW1992DHS,CH_ARIS_C_ARI,93966010,I,1000,0,Total,Total,14001,Five years preceding the survey,1,1,CHARISCARI,,1992,DHS,3789,3744,,
MWI,509989,Number of children born in the last five (or three) years,2421,0,MW,Malawi,1992,MW1992DHS,CH_ARIS_C_NUM,93966020,D,1000,0,Total,Total,14000,Three years preceding the survey,1,0,CHARISCNUM,,1992,DHS,,2409,,
MWI,176072,Number of children born in the last five (or three) years,3789,0,MW,Malawi,1992,MW1992DHS,CH_ARIS_C_NUM,93966020,D,1000,0,Total,Total,14001,Five years preceding the survey,1,1,CHARISCNUM,,1992,DHS,,3744,,
MWI,176405,Number of children born in the last five (or three) years (unweighted),2409,0,MW,Malawi,1992,MW1992DHS,CH_ARIS_C_UNW,93966030,U,1000,0,Total,Total,14000,Three years preceding the survey,1,0,CHARISCUNW,,1992,DHS,2421,,,
MWI,295670,Number of children born in the last five (or three) years (unweighted),3744,0,MW,Malawi,1992,MW1992DHS,CH_ARIS_C_UNW,93966030,U,1000,0,Total,Total,14001,Five years preceding the survey,1,1,CHARISCUNW,,1992,DHS,3789,,,
MWI,459440,Children with symptoms of ARI taken to a health facility,55.8,1,MW,Malawi,1992,MW1992DHS,CH_ARIS_C_ADV,93966040,I,1000,0,Total,Total,14000,Three years preceding the survey,1,0,CHARISCADV,,1992,DHS,421,409,,
MWI,336332,Children with symptoms of ARI taken to a health facility,53.7,1,MW,Malawi,1992,MW1992DHS,CH_ARIS_C_ADV,93966040,I,1000,0,Total,Total,14001,Five years preceding the survey,1,1,CHARISCADV,,1992,DHS,545,534,,
MWI,459439,Number of children with symptoms of ARI born in the last five (or three) years,421,0,MW,Malawi,1992,MW1992DHS,CH_ARIS_C_NM2,93966060,D,1000,0,Total,Total,14000,Three years preceding the survey,1,0,CHARISCNM2,,1992,DHS,,409,,
MWI,176071,Number of children with symptoms of ARI born in the last five (or three) years,545,0,MW,Malawi,1992,MW1992DHS,CH_ARIS_C_NM2,93966060,D,1000,0,Total,Total,14001,Five years preceding the survey,1,1,CHARISCNM2,,1992,DHS,,534,,
MWI,176403,Number of children with symptoms of ARI born in the last five (or three) years (unweighted),409,0,MW,Malawi,1992,MW1992DHS,CH_ARIS_C_UN2,93966070,U,1000,0,Total,Total,14000,Three years preceding the survey,1,0,CHARISCUN2,,1992,DHS,421,,,
MWI,336333,Number of children with symptoms of ARI born in the last five (or three) years (unweighted),534,0,MW,Malawi,1992,MW1992DHS,CH_ARIS_C_UN2,93966070,U,1000,0,Total,Total,14001,Five years preceding the survey,1,1,CHARISCUN2,,1992,DHS,545,,,
MWI,470951,Advice or treatment for fever sought from a health facility or provider,52,1,MW,Malawi,1992,MW1992DHS,CH_FEVT_C_ADV,94036010,I,1000,0,Total,Total,14000,Three years preceding the survey,1,0,CHFEVTCADV,,1992,DHS,1158,1157,,
MWI,446558,Advice or treatment for fever sought from a health facility or provider,50.7,1,MW,Malawi,1992,MW1992DHS,CH_FEVT_C_ADV,94036010,I,1000,0,Total,Total,14001,Five years preceding the survey,1,1,CHFEVTCADV,,1992,DHS,1517,1524,,
MWI,485864,Number of children with fever in the last two weeks,1158,0,MW,Malawi,1992,MW1992DHS,CH_FEVT_C_NUM,94036040,D,1000,0,Total,Total,14000,Three years preceding the survey,1,0,CHFEVTCNUM,,1992,DHS,,1157,,
MWI,461310,Number of children with fever in the last two weeks,1517,0,MW,Malawi,1992,MW1992DHS,CH_FEVT_C_NUM,94036040,D,1000,0,Total,Total,14001,Five years preceding the survey,1,1,CHFEVTCNUM,,1992,DHS,,1524,,
MWI,309883,Number of children with fever in the last two weeks (unweighted),1157,0,MW,Malawi,1992,MW1992DHS,CH_FEVT_C_UNW,94036050,U,1000,0,Total,Total,14000,Three years preceding the survey,1,0,CHFEVTCUNW,,1992,DHS,1158,,,
MWI,278526,Number of children with fever in the last two weeks (unweighted),1524,0,MW,Malawi,1992,MW1992DHS,CH_FEVT_C_UNW,94036050,U,1000,0,Total,Total,14001,Five years preceding the survey,1,1,CHFEVTCUNW,,1992,DHS,1517,,,
MWI,303849,Treatment of diarrhea: Taken to a health facility,49.9,1,MW,Malawi,1992,MW1992DHS,CH_DIAT_C_ADV,94106010,I,1000,0,Total,Total,14000,Three years preceding the survey,1,0,CHDIATCADV,,1992,DHS,697,692,,
MWI,202643,Treatment of diarrhea: Taken to a health facility,49,1,MW,Malawi,1992,MW1992DHS,CH_DIAT_C_ADV,94106010,I,1000,0,Total,Total,14001,Five years preceding the survey,1,1,CHDIATCADV,,1992,DHS,821,814,,
MWI,303856,Treatment of diarrhea: Oral rehydration solution (ORS),43.4,1,MW,Malawi,1992,MW1992DHS,CH_DIAT_C_ORS,94106020,I,1000,0,Total,Total,14000,Three years preceding the survey,1,0,CHDIATCORS,,1992,DHS,697,692,,
MWI,202644,Treatment of diarrhea: Oral rehydration solution (ORS),43.2,1,MW,Malawi,1992,MW1992DHS,CH_DIAT_C_ORS,94106020,I,1000,0,Total,Total,14001,Five years preceding the survey,1,1,CHDIATCORS,,1992,DHS,821,814,,
MWI,303857,Treatment of diarrhea: Recommended home fluids (RHF) at home,39.5,1,MW,Malawi,1992,MW1992DHS,CH_DIAT_C_RHF,94106030,I,1000,0,Total,Total,14000,Three years preceding the survey,1,0,CHDIATCRHF,,1992,DHS,697,692,,
MWI,202645,Treatment of diarrhea: Recommended home fluids (RHF) at home,38.8,1,MW,Malawi,1992,MW1992DHS,CH_DIAT_C_RHF,94106030,I,1000,0,Total,Total,14001,Five years preceding the survey,1,1,CHDIATCRHF,,1992,DHS,821,814,,
MWI,303858,Treatment of diarrhea: Either ORS or RHF,64.6,1,MW,Malawi,1992,MW1992DHS,CH_DIAT_C_ORT,94106040,I,1000,0,Total,Total,14000,Three years preceding the survey,1,0,CHDIATCORT,,1992,DHS,697,692,,
MWI,202646,Treatment of diarrhea: Either ORS or RHF,63.2,1,MW,Malawi,1992,MW1992DHS,CH_DIAT_C_ORT,94106040,I,1000,0,Total,Total,14001,Five years preceding the survey,1,1,CHDIATCORT,,1992,DHS,821,814,,
MWI,303859,Treatment of diarrhea: Increased fluids,33.6,1,MW,Malawi,1992,MW1992DHS,CH_DIAT_C_INC,94106050,I,1000,0,Total,Total,14000,Three years preceding the survey,1,0,CHDIATCINC,,1992,DHS,697,692,,
MWI,202666,Treatment of diarrhea: Increased fluids,33.5,1,MW,Malawi,1992,MW1992DHS,CH_DIAT_C_INC,94106050,I,1000,0,Total,Total,14001,Five years preceding the survey,1,1,CHDIATCINC,,1992,DHS,821,814,,
MWI,303860,Treatment of diarrhea: ORT or increased fluids,64.6,1,MW,Malawi,1992,MW1992DHS,CH_DIAT_C_ORI,94106060,I,1000,0,Total,Total,14000,Three years preceding the survey,1,0,CHDIATCORI,,1992,DHS,697,692,,
MWI,202667,Treatment of diarrhea: ORT or increased fluids,63.2,1,MW,Malawi,1992,MW1992DHS,CH_DIAT_C_ORI,94106060,I,1000,0,Total,Total,14001,Five years preceding the survey,1,1,CHDIATCORI,,1992,DHS,821,814,,
MWI,303855,"Treatment of diarrhea: No ORS, RHF or increased fluids",35.4,1,MW,Malawi,1992,MW1992DHS,CH_DIAT_C_NON,94106070,I,1000,0,Total,Total,14000,Three years preceding the survey,1,0,CHDIATCNON,,1992,DHS,697,692,,
MWI,202664,"Treatment of diarrhea: No ORS, RHF or increased fluids",36.8,1,MW,Malawi,1992,MW1992DHS,CH_DIAT_C_NON,94106070,I,1000,0,Total,Total,14001,Five years preceding the survey,1,1,CHDIATCNON,,1992,DHS,821,814,,
MWI,303850,Treatment of diarrhea: Antibiotics,6.9,1,MW,Malawi,1992,MW1992DHS,CH_DIAT_C_ABI,94106080,I,1000,0,Total,Total,14000,Three years preceding the survey,1,0,CHDIATCABI,,1992,DHS,697,692,,
MWI,202654,Treatment of diarrhea: Antibiotics,7.8,1,MW,Malawi,1992,MW1992DHS,CH_DIAT_C_ABI,94106080,I,1000,0,Total,Total,14001,Five years preceding the survey,1,1,CHDIATCABI,,1992,DHS,821,814,,
MWI,303852,Treatment of diarrhea: Intravenous solution,0.6,1,MW,Malawi,1992,MW1992DHS,CH_DIAT_C_IVS,94106110,I,1000,0,Total,Total,14000,Three years preceding the survey,1,0,CHDIATCIVS,,1992,DHS,697,692,,
MWI,202656,Treatment of diarrhea: Intravenous solution,0.6,1,MW,Malawi,1992,MW1992DHS,CH_DIAT_C_IVS,94106110,I,1000,0,Total,Total,14001,Five years preceding the survey,1,1,CHDIATCIVS,,1992,DHS,821,814,,
MWI,303853,Treatment of diarrhea: Home remedy - other,20.3,1,MW,Malawi,1992,MW1992DHS,CH_DIAT_C_HOM,94106130,I,1000,0,Total,Total,14000,Three years preceding the survey,1,0,CHDIATCHOM,,1992,DHS,697,692,,
MWI,202657,Treatment of diarrhea: Home remedy - other,20.1,1,MW,Malawi,1992,MW1992DHS,CH_DIAT_C_HOM,94106130,I,1000,0,Total,Total,14001,Five years preceding the survey,1,1,CHDIATCHOM,,1992,DHS,821,814,,
MWI,303854,Treatment of diarrhea: No treatment,20.1,1,MW,Malawi,1992,MW1992DHS,CH_DIAT_C_NOT,94106140,I,1000,0,Total,Total,14000,Three years preceding the survey,1,0,CHDIATCNOT,,1992,DHS,697,692,,
MWI,202658,Treatment of diarrhea: No treatment,21.4,1,MW,Malawi,1992,MW1992DHS,CH_DIAT_C_NOT,94106140,I,1000,0,Total,Total,14001,Five years preceding the survey,1,1,CHDIATCNOT,,1992,DHS,821,814,,
MWI,303851,Treatment of diarrhea: don't know or missing,0.6,1,MW,Malawi,1992,MW1992DHS,CH_DIAT_C_DKM,94106150,S,1000,0,Total,Total,14000,Three years preceding the survey,1,0,CHDIATCDKM,,1992,DHS,697,692,,
MWI,202655,Treatment of diarrhea: don't know or missing,0.5,1,MW,Malawi,1992,MW1992DHS,CH_DIAT_C_DKM,94106150,S,1000,0,Total,Total,14001,Five years preceding the survey,1,1,CHDIATCDKM,,1992,DHS,821,814,,
MWI,202394,Number of children born in the last five (or three) years,697,0,MW,Malawi,1992,MW1992DHS,CH_DIAT_C_NUM,94106160,D,1000,0,Total,Total,14000,Three years preceding the survey,1,0,CHDIATCNUM,,1992,DHS,,692,,
MWI,202668,Number of children born in the last five (or three) years,821,0,MW,Malawi,1992,MW1992DHS,CH_DIAT_C_NUM,94106160,D,1000,0,Total,Total,14001,Five years preceding the survey,1,1,CHDIATCNUM,,1992,DHS,,814,,
MWI,303848,Number of children born in the last five (or three) years (unweighted),692,0,MW,Malawi,1992,MW1992DHS,CH_DIAT_C_UNW,94106170,U,1000,0,Total,Total,14000,Three years preceding the survey,1,0,CHDIATCUNW,,1992,DHS,697,,,
MWI,202671,Number of children born in the last five (or three) years (unweighted),814,0,MW,Malawi,1992,MW1992DHS,CH_DIAT_C_UNW,94106170,U,1000,0,Total,Total,14001,Five years preceding the survey,1,1,CHDIATCUNW,,1992,DHS,821,,,
MWI,191627,Antenatal care provider: Doctor,8.3,1,MW,Malawi,2000,MW2000DHS,RH_ANCP_W_DOC,83363010,I,1000,0,Total,Total,14000,Three years preceding the survey,1,0,RHANCPWDOC,,2000,DHS,6753,6617,,
MWI,191966,Antenatal care provider: Doctor,8.2,1,MW,Malawi,2000,MW2000DHS,RH_ANCP_W_DOC,83363010,I,1000,0,Total,Total,14001,Five years preceding the survey,1,1,RHANCPWDOC,,2000,DHS,8057,7941,,
